Time,Load,Crosshead,Extensometer
146.459,6924.892,2.343095,-1.12239
146.559,6924.404,2.345596,-1.12236
146.659,6923.91,2.348038,-1.1224
146.759,6923.832,2.35054,-1.12244
146.859,6924.691,2.353101,-1.12234
146.959,6924.158,2.355602,-1.12224
147.059,6923.414,2.358044,-1.12228
147.159,6923.385,2.360605,-1.12234
147.259,6923.336,2.363047,-1.12229
147.359,6923.229,2.365549,-1.12224
147.459,6924.248,2.36805,-1.12223
147.559,6924.63,2.370551,-1.12222
147.659,6924.516,2.373053,-1.12214
147.759,6924.638,2.375554,-1.12216
147.859,6925.609,2.378115,-1.12227
147.959,6924.988,2.380557,-1.12218
148.059,6925.576,2.383059,-1.12213
148.159,6926.383,2.385679,-1.12212
148.259,6925.856,2.388121,-1.12212
148.359,6925.998,2.390623,-1.12205
148.459,6926.96,2.393124,-1.12198
148.559,6927.169,2.395626,-1.12197
148.659,6926.855,2.398067,-1.12195
148.759,6928.1,2.400629,-1.122
148.859,6928.115,2.40313,-1.12192
148.959,6927.651,2.405572,-1.12195
149.059,6928.325,2.408074,-1.12182
149.159,6929.292,2.410575,-1.12195
149.259,6928.988,2.413017,-1.12162
149.359,6929.961,2.415518,-1.12178
149.459,6930.94,2.418079,-1.12185
149.559,6931.017,2.420521,-1.12179
149.659,6931.325,2.423022,-1.12168
149.759,6931.895,2.425584,-1.1217
149.859,6931.829,2.428085,-1.1218
149.959,6931.875,2.430527,-1.12179
150.059,6933.366,2.433088,-1.12167
150.159,6934.37,2.435649,-1.12162
150.259,6934.324,2.438091,-1.12166
150.359,6934.846,2.440592,-1.12164
150.459,6935.698,2.443153,-1.12157
150.559,6935.174,2.445595,-1.12156
150.659,6935.796,2.448097,-1.12151
150.759,6936.409,2.450658,-1.12158
150.859,6936.354,2.4531,-1.12152
150.959,6937.02,2.455601,-1.1216
151.059,6938.583,2.458103,-1.12153
151.159,6938.571,2.460545,-1.12149
151.259,6938.999,2.463046,-1.12148
151.359,6940.01,2.465547,-1.12145
151.459,6940.734,2.468108,-1.1214
151.559,6940.241,2.47055,-1.12138
151.659,6940.929,2.473052,-1.12141
151.759,6941.421,2.475613,-1.12141
151.859,6941.77,2.478055,-1.12135
151.959,6942.437,2.480556,-1.12137
152.059,6943.265,2.483117,-1.12135
152.159,6943.249,2.485619,-1.12133
152.259,6943.439,2.48806,-1.1213
152.359,6944.509,2.490622,-1.12129
152.459,6944.463,2.493123,-1.12132
152.559,6944.65,2.495565,-1.12127
152.659,6945.852,2.498126,-1.12123
152.759,6946.269,2.500627,-1.12123
152.859,6946.621,2.503069,-1.1212
152.959,6947.208,2.505571,-1.12123
153.059,6947.757,2.508072,-1.12123
153.159,6948.298,2.510514,-1.12121
153.259,6948.372,2.513015,-1.12122
153.359,6949.451,2.515577,-1.12112
153.459,6950.241,2.518078,-1.12113
153.559,6949.865,2.52058,-1.12117
153.659,6951.11,2.523081,-1.12114
153.759,6951.063,2.525582,-1.12113
153.859,6951.405,2.528024,-1.12104
153.959,6952.486,2.530585,-1.12116
154.059,6952.813,2.533087,-1.12102
154.159,6952.925,2.535588,-1.12102
154.259,6953.565,2.53809,-1.12101
154.359,6954.529,2.540651,-1.12106
154.459,6953.914,2.543093,-1.12105
154.559,6954.833,2.545594,-1.12097
154.659,6955.652,2.548155,-1.12098
154.759,6955.701,2.550597,-1.12092
154.859,6956.072,2.553039,-1.12096
154.959,6957.158,2.5556,-1.12096
155.059,6956.969,2.558042,-1.12087
155.159,6956.809,2.560543,-1.12095
155.259,6958.881,2.563104,-1.12091
155.359,6958.524,2.565606,-1.12086
155.459,6959.188,2.568048,-1.12089
155.559,6959.607,2.570549,-1.12086
155.659,6960.491,2.57311,-1.12075
155.759,6960.392,2.575552,-1.12076
155.859,6960.864,2.578054,-1.12084
155.959,6961.605,2.580615,-1.12079
156.059,6961.53,2.583116,-1.12071
156.159,6962.21,2.585618,-1.12074
156.259,6963.18,2.588179,-1.1207
156.359,6962.292,2.59062,-1.12069
156.459,6963.247,2.593062,-1.12068
156.559,6963.754,2.595623,-1.12076
156.659,6964.838,2.598125,-1.12065
156.759,6964.575,2.600567,-1.12061
156.859,6964.971,2.603068,-1.1207
156.959,6965.962,2.60557,-1.12071
157.059,6965.624,2.608011,-1.12066
157.159,6965.836,2.610513,-1.12053
157.259,6967.378,2.613074,-1.12055
157.359,6967.293,2.615516,-1.1206
157.459,6968.12,2.618017,-1.12061
157.559,6969.052,2.620579,-1.12057
157.659,6969.376,2.62308,-1.12048
157.759,6969.248,2.625522,-1.12045
157.859,6970.216,2.628083,-1.12046
157.959,6971.019,2.630644,-1.12048
158.059,6970.873,2.633086,-1.12054
158.159,6971.533,2.635587,-1.1205
158.259,6972.194,2.638148,-1.12047
158.359,6971.979,2.64059,-1.12043
158.459,6972.766,2.643092,-1.1205
158.559,6973.327,2.645653,-1.1205
158.659,6973.273,2.648094,-1.12045
158.759,6973.268,2.650537,-1.12049
158.859,6974.671,2.653098,-1.12038
158.959,6974.919,2.655539,-1.12032
159.059,6975.134,2.658041,-1.12045
159.159,6975.853,2.660542,-1.12034
159.259,6976.993,2.663044,-1.12043
159.359,6976.641,2.665545,-1.12036
159.459,6976.958,2.668047,-1.1203
159.559,6977.464,2.670608,-1.12028
159.659,6977.453,2.67305,-1.12023
159.759,6977.677,2.675551,-1.12023
159.859,6979.467,2.678112,-1.12029
159.959,6979.467,2.680613,-1.12028
160.059,6979.678,2.683055,-1.12023
160.159,6980.149,2.685616,-1.12027
160.259,6980.226,2.688058,-1.12018
160.359,6980.552,2.6905,-1.12026
160.459,6981.344,2.693061,-1.12027
160.559,6981.946,2.695622,-1.12016
160.659,6981.454,2.698064,-1.12016
160.759,6982.328,2.700506,-1.12019
160.859,6983.191,2.703008,-1.12018
160.959,6983.306,2.705449,-1.12017
161.059,6983.685,2.707951,-1.12023
161.159,6985.018,2.710512,-1.12016
161.259,6984.785,2.713013,-1.12018
161.359,6985.178,2.715515,-1.12016
161.459,6986.197,2.718076,-1.1201
161.559,6986.153,2.720577,-1.12013
161.659,6986.477,2.723019,-1.1201
161.759,6987.753,2.72558,-1.12004
161.859,6988.39,2.728082,-1.12009
161.959,6988.401,2.730524,-1.12006
162.059,6988.842,2.733085,-1.12001
162.159,6989.723,2.735586,-1.12013
162.259,6989.506,2.738088,-1.11996
162.359,6990.12,2.740589,-1.12
162.459,6991.083,2.743091,-1.12001
162.559,6990.661,2.745592,-1.11997
162.659,6990.838,2.748034,-1.12001
162.759,6992.122,2.750535,-1.11998
162.859,6991.799,2.753037,-1.11995
162.959,6992.017,2.755479,-1.11992
163.059,6993.186,2.75798,-1.11999
163.159,6994.063,2.760541,-1.11996
163.259,6993.601,2.763043,-1.11995
163.359,6994.161,2.765544,-1.11996
163.459,6995.027,2.768046,-1.1199
163.559,6995.197,2.770487,-1.11988
163.659,6995.593,2.772989,-1.11986
163.759,6996.346,2.77555,-1.11999
163.859,6996.64,2.778051,-1.11989
163.959,6996.491,2.780553,-1.11991
164.059,6997.48,2.783114,-1.11992
164.159,6998.057,2.785615,-1.11988
164.259,6997.492,2.788057,-1.11986
164.359,6998.923,2.790559,-1.11985
164.459,6999.449,2.79306,-1.11983
164.559,6999.308,2.795502,-1.11983
164.659,7000.094,2.798003,-1.11981
164.759,7000.715,2.800505,-1.11979
164.859,7000.502,2.803006,-1.11975
164.959,7001.202,2.805508,-1.11969
165.059,7002.209,2.808069,-1.11979
165.159,7002.437,2.810511,-1.1198
165.259,7002.68,2.813012,-1.11973
165.359,7003.55,2.815514,-1.11973
165.459,7003.875,2.818015,-1.11979
165.559,7004.144,2.820516,-1.11978
165.659,7005.044,2.823018,-1.11971
165.759,7005.52,2.825579,-1.11973
165.859,7005.735,2.828081,-1.11967
165.959,7005.379,2.830582,-1.11969
166.059,7006.535,2.833143,-1.11965
166.159,7006.581,2.835585,-1.11966
166.259,7006.693,2.838027,-1.1196
166.359,7008.353,2.840588,-1.11965
166.459,7007.596,2.843089,-1.11954
166.559,7007.917,2.845531,-1.11956
166.659,7008.714,2.848092,-1.1196
166.759,7008.914,2.850534,-1.11957
166.859,7008.62,2.853036,-1.11955
166.959,7009.977,2.855537,-1.11952
167.059,7010.735,2.858039,-1.11958
167.159,7010.965,2.86054,-1.11956
167.259,7011.358,2.863041,-1.11946
167.359,7012.459,2.865543,-1.11951
167.459,7011.981,2.868044,-1.11946
167.559,7012.566,2.870546,-1.1194
167.659,7013.588,2.873107,-1.11954
167.759,7013.323,2.875608,-1.11952
167.859,7013.269,2.87805,-1.11944
167.959,7014.954,2.880611,-1.11944
168.059,7015.569,2.883113,-1.11952
168.159,7015.208,2.885554,-1.11949
168.259,7016.197,2.888056,-1.1195
168.359,7016.723,2.890617,-1.11943
168.459,7015.916,2.893059,-1.11938
168.559,7016.098,2.895561,-1.11953
168.659,7017.056,2.898062,-1.11939
168.759,7017.054,2.900504,-1.11934
168.859,7018.253,2.903005,-1.11941
168.959,7019.316,2.905566,-1.11932
169.059,7019.643,2.908068,-1.11939
169.159,7020.073,2.91051,-1.1193
169.259,7021.067,2.913071,-1.1194
169.359,7021.002,2.915572,-1.1193
169.459,7020.835,2.918074,-1.11933
169.559,7021.887,2.920575,-1.11935
169.659,7022.647,2.923136,-1.11933
169.759,7022.486,2.925578,-1.11935
169.859,7023.229,2.928139,-1.1193
169.959,7023.73,2.93064,-1.11921
170.059,7023.418,2.933082,-1.11929
170.159,7023.751,2.935584,-1.11932
170.259,7024.579,2.938145,-1.11928
170.359,7024.462,2.940646,-1.11924
170.459,7024.802,2.943088,-1.11929
170.559,7026.116,2.94559,-1.11927
170.659,7026.88,2.948091,-1.1192
170.759,7026.489,2.950533,-1.11929
170.859,7027.443,2.953035,-1.11922
170.959,7027.912,2.955595,-1.11926
171.059,7027.658,2.958037,-1.11922
171.159,7028.331,2.960539,-1.11918
171.259,7028.6,2.9631,-1.11917
171.359,7029.188,2.965601,-1.11916
171.459,7029.291,2.968043,-1.11921
171.559,7030.441,2.970604,-1.11914
171.659,7030.693,2.973106,-1.11914
171.759,7030.954,2.975548,-1.11913
171.859,7031.214,2.978109,-1.11919
171.959,7031.861,2.98061,-1.11913
172.059,7031.761,2.983052,-1.11909
172.159,7032.215,2.985613,-1.11911
172.259,7033.591,2.988114,-1.11909
172.359,7033.618,2.990556,-1.11908
172.459,7033.908,2.993058,-1.11908
172.559,7034.579,2.995559,-1.11905
172.659,7034.702,2.998001,-1.11914
172.759,7035.09,3.000503,-1.11915
172.859,7035.617,3.003064,-1.11908
172.959,7036.746,3.005565,-1.11912
173.059,7036.449,3.008067,-1.11912
173.159,7037.388,3.010568,-1.11903
173.259,7038.095,3.01307,-1.11899
173.359,7038.266,3.015511,-1.11906
173.459,7038.975,3.018073,-1.11902
173.559,7039.854,3.020633,-1.11893
173.659,7039.731,3.023076,-1.11896
173.759,7039.921,3.025637,-1.1189
173.859,7040.737,3.028197,-1.11895
173.959,7039.813,3.030639,-1.11899
174.059,7041.121,3.033081,-1.11901
174.159,7041.957,3.035642,-1.11893
174.259,7042.176,3.038084,-1.11897
174.359,7041.938,3.040586,-1.11902
174.459,7042.829,3.043087,-1.1189
174.559,7042.751,3.045589,-1.11891
174.659,7043.189,3.048031,-1.11891
174.759,7043.635,3.050592,-1.1189
174.859,7044.953,3.053093,-1.11888
174.959,7044.587,3.055535,-1.1189
175.059,7044.954,3.058036,-1.1189
175.159,7046.339,3.060597,-1.11891
175.259,7046.127,3.063039,-1.11881
175.359,7046.692,3.065541,-1.11894
175.459,7047.228,3.068102,-1.11886
175.559,7047.761,3.070603,-1.11888
175.659,7047.748,3.073105,-1.11887
175.759,7048.471,3.075606,-1.11884
175.859,7049.059,3.078107,-1.11889
175.959,7049.212,3.080549,-1.11878
176.059,7049.945,3.083111,-1.11883
176.159,7050.856,3.085612,-1.11876
176.259,7050.203,3.088054,-1.11874
176.359,7050.607,3.090555,-1.11878
176.459,7051.649,3.093116,-1.11878
176.559,7051.115,3.095558,-1.11869
176.659,7052.172,3.098,-1.11874
176.759,7053.424,3.100561,-1.11875
176.859,7053.643,3.103063,-1.11873
176.959,7053.811,3.105504,-1.11865
177.059,7055.068,3.108066,-1.11871
177.159,7055.346,3.110567,-1.11868
177.259,7055.023,3.113069,-1.11872
177.359,7056.037,3.11563,-1.11871
177.459,7056.334,3.11819,-1.11868
177.559,7056.468,3.120632,-1.11871
177.659,7057.086,3.123134,-1.11873
177.759,7058.007,3.125635,-1.11878
177.859,7057.551,3.128137,-1.11867
177.959,7057.73,3.130579,-1.11869
178.059,7058.849,3.13314,-1.11864
178.159,7058.823,3.135641,-1.11866
178.259,7058.915,3.138083,-1.11871
178.359,7059.716,3.140644,-1.11869
178.459,7060.138,3.143086,-1.11869
178.559,7060.564,3.145528,-1.11862
178.659,7061.038,3.148029,-1.11858
178.759,7061.536,3.15059,-1.11866
178.859,7061.526,3.153032,-1.11858
178.959,7062.255,3.155534,-1.1186
179.059,7063.698,3.158095,-1.1186
179.159,7063.047,3.160596,-1.11854
179.259,7063.223,3.163038,-1.11867
179.359,7064.952,3.165659,-1.11865
179.459,7064.874,3.1681,-1.1186
179.559,7064.801,3.170602,-1.11865
179.659,7065.883,3.173104,-1.11852
179.759,7066.211,3.175605,-1.11856
179.859,7066.258,3.178047,-1.11855
179.959,7067.091,3.180608,-1.1185
180.059,7067.438,3.183109,-1.1185
180.159,7067.398,3.185611,-1.1185
180.259,7067.615,3.188053,-1.11842
180.359,7069.055,3.190614,-1.11849
180.459,7069.135,3.193056,-1.11849
180.559,7069.483,3.195497,-1.1185
180.659,7070.172,3.198059,-1.11854
180.759,7070.563,3.20056,-1.11848
180.859,7070.736,3.203062,-1.11847
180.959,7071.431,3.205623,-1.11852
181.059,7071.888,3.208124,-1.11845
181.159,7072.167,3.210566,-1.11848
181.259,7073.374,3.213127,-1.11839
181.359,7074.419,3.215628,-1.11848
181.459,7073.719,3.21813,-1.11848
181.559,7073.826,3.220631,-1.11842
181.659,7074.805,3.223192,-1.1184
181.759,7075.014,3.225634,-1.11843
181.859,7074.68,3.228136,-1.11845
181.959,7076.011,3.230697,-1.11837
182.059,7076.394,3.233138,-1.1184
182.159,7076.503,3.23558,-1.11839
182.259,7077.469,3.238082,-1.11841
182.359,7077.509,3.240583,-1.11837
182.459,7077.682,3.243025,-1.11841
182.559,7078.438,3.245586,-1.11838
182.659,7079.073,3.248147,-1.11842
182.759,7079.528,3.250589,-1.11835
182.859,7079.801,3.253091,-1.11837
182.959,7080.641,3.255652,-1.11827
183.059,7080.378,3.258093,-1.11836
183.159,7080.866,3.260595,-1.11834
183.259,7082.104,3.263156,-1.11827
183.359,7082.332,3.265658,-1.11839
183.459,7081.784,3.268159,-1.11826
183.559,7082.591,3.270661,-1.11827
183.659,7082.999,3.273162,-1.11827
183.759,7083.025,3.275604,-1.11828
183.859,7084.211,3.278165,-1.11833
183.959,7084.724,3.280666,-1.11826
184.059,7084.946,3.283108,-1.11822
184.159,7085.772,3.28561,-1.11829
184.259,7085.389,3.288111,-1.11824
184.359,7086.252,3.290553,-1.11826
184.459,7086.838,3.293055,-1.11818
184.559,7087.485,3.295616,-1.11823
184.659,7088.048,3.298117,-1.11818
184.759,7088.668,3.300559,-1.11825
184.859,7088.962,3.30312,-1.11821
184.959,7090.11,3.305621,-1.11818
185.059,7089.99,3.308063,-1.11818
185.159,7090.499,3.310624,-1.11817
185.259,7090.999,3.313185,-1.11823
185.359,7090.644,3.315687,-1.11818
185.459,7091.239,3.318188,-1.11818
185.559,7092.178,3.32069,-1.11819
185.659,7092.068,3.323132,-1.11816
185.759,7092.33,3.325633,-1.11815
185.859,7093.525,3.328194,-1.11824
185.959,7093.815,3.330636,-1.11827
186.059,7093.65,3.333138,-1.1182
186.159,7094.079,3.335639,-1.11806
186.259,7094.716,3.33814,-1.1181
186.359,7094.568,3.340582,-1.11812
186.459,7095.309,3.343084,-1.11813
186.559,7095.627,3.345645,-1.11815
186.659,7096.187,3.348087,-1.11813
186.759,7097.161,3.350588,-1.1181
186.859,7098.078,3.353149,-1.11814
186.959,7098.196,3.355651,-1.11812
187.059,7098.148,3.358152,-1.11808
187.159,7099.008,3.360713,-1.11811
187.259,7098.563,3.363215,-1.11819
187.359,7099.054,3.365657,-1.11808
187.459,7099.887,3.368158,-1.11807
187.559,7101.373,3.370719,-1.11802
187.659,7100.71,3.373161,-1.11814
187.759,7102.087,3.375662,-1.11803
187.859,7102.039,3.378223,-1.11805
187.959,7101.945,3.380665,-1.11807
188.059,7102.435,3.383107,-1.11807
188.159,7102.696,3.385668,-1.11799
188.259,7103.656,3.38811,-1.118
188.359,7103.859,3.390552,-1.11809
188.459,7105.445,3.393113,-1.118
188.559,7105.648,3.395615,-1.11805
188.659,7106.003,3.398116,-1.118
188.759,7106.644,3.400617,-1.118
188.859,7106.533,3.403178,-1.11798
188.959,7106.015,3.40562,-1.11792
189.059,7106.923,3.408181,-1.11798
189.159,7108.305,3.410742,-1.11796
189.259,7108.232,3.413184,-1.11797
189.359,7108.586,3.415686,-1.11793
189.459,7108.983,3.418247,-1.11796
189.559,7109.181,3.420689,-1.11791
189.659,7109.17,3.423131,-1.11784
189.759,7110.362,3.425692,-1.11791
189.859,7110.506,3.428193,-1.11861
189.959,7110.394,3.430635,-1.11732
190.059,7111.308,3.433137,-1.1177
190.159,7111.639,3.435638,-1.11834
190.259,7111.854,3.43808,-1.118
190.359,7112.584,3.440581,-1.11822
190.459,7113.803,3.443142,-1.11816
190.559,7113.171,3.445584,-1.11807
190.659,7113.913,3.448086,-1.11821
190.759,7114.948,3.450647,-1.11806
190.859,7115.223,3.453148,-1.11807
190.959,7115.243,3.45559,-1.11807
191.059,7116.424,3.458151,-1.11807
191.159,7116.654,3.460653,-1.11816
191.259,7116.852,3.463095,-1.11811
191.359,7117.722,3.465655,-1.1181
191.459,7117.703,3.468157,-1.11812
191.559,7117.688,3.470658,-1.11808
191.659,7117.994,3.47316,-1.11807
191.759,7119.221,3.475661,-1.11804
191.859,7119.75,3.478103,-1.11795
191.959,7119.924,3.480605,-1.11806
192.059,7120.488,3.483106,-1.11804
192.159,7120.546,3.485548,-1.11796
192.259,7120.867,3.48805,-1.11798
192.359,7121.918,3.490611,-1.11802
192.459,7122.317,3.493112,-1.11796
192.559,7122.326,3.495613,-1.11801
192.659,7122.982,3.498115,-1.11801
192.759,7123.622,3.500616,-1.11798
192.859,7123.887,3.503058,-1.11799
192.959,7124.598,3.505619,-1.11797
193.059,7125.502,3.508121,-1.11798
193.159,7125.113,3.510622,-1.11803
193.259,7125.833,3.513124,-1.11798
193.359,7126.561,3.515685,-1.11801
193.459,7126.523,3.518186,-1.11791
193.559,7126.372,3.520628,-1.11795
193.659,7127.689,3.52313,-1.11797
193.759,7128.667,3.525631,-1.11798
193.859,7128.069,3.528073,-1.11801
193.959,7129.142,3.530574,-1.11796
194.059,7129.314,3.533076,-1.11796
194.159,7128.831,3.535518,-1.118
194.259,7129.737,3.538079,-1.1179
194.359,7130.769,3.54064,-1.11792
194.459,7131.331,3.543081,-1.11794
194.559,7131.328,3.545583,-1.11787
194.659,7132.371,3.548085,-1.11792
194.759,7132.273,3.550586,-1.11789
194.859,7132.555,3.553028,-1.11794
194.959,7133.803,3.555648,-1.11786
195.059,7134.438,3.55815,-1.11789
195.159,7133.611,3.560651,-1.1179
195.259,7134.75,3.563153,-1.11787
195.359,7135.525,3.565654,-1.11783
195.459,7135.417,3.568096,-1.11791
195.559,7136.42,3.570598,-1.11788
195.659,7136.994,3.573159,-1.11782
195.759,7137.162,3.575601,-1.11782
195.859,7137.374,3.578102,-1.11788
195.959,7137.916,3.580604,-1.11783
196.059,7137.729,3.583105,-1.11787
196.159,7138.071,3.585547,-1.11783
196.259,7139.409,3.588108,-1.11783
196.359,7139.863,3.590609,-1.11779
196.459,7139.574,3.593051,-1.11789
196.559,7140.815,3.595612,-1.11785
196.659,7141.502,3.598114,-1.11777
196.759,7141.098,3.600556,-1.11787
196.859,7141.763,3.603117,-1.11783
196.959,7142.582,3.605678,-1.11774
197.059,7142.659,3.608119,-1.1179
197.159,7142.492,3.610621,-1.11775
197.259,7143.811,3.613182,-1.11777
197.359,7144.181,3.615624,-1.1178
197.459,7144.377,3.618125,-1.11772
197.559,7145.116,3.620627,-1.11773
197.659,7145.019,3.623128,-1.1177
197.759,7145.035,3.62557,-1.11777
197.859,7145.489,3.628131,-1.11778
197.959,7146.149,3.630633,-1.11771
198.059,7146.672,3.633015,-1.11772
198.159,7147.387,3.635576,-1.11768
198.259,7148.32,3.638078,-1.11775
198.359,7148.553,3.640579,-1.11773
198.459,7148.472,3.64308,-1.1177
198.559,7149.539,3.645582,-1.11766
198.659,7149.522,3.648083,-1.1177
198.759,7149.303,3.650585,-1.11764
198.859,7151.303,3.653146,-1.11765
198.959,7151.518,3.655647,-1.1177
199.059,7151.546,3.658089,-1.11761
199.159,7152.416,3.66065,-1.1176
199.259,7152.648,3.663152,-1.11766
199.359,7152.461,3.665594,-1.11758
199.459,7153.244,3.668095,-1.11759
199.559,7153.667,3.670656,-1.11758
199.659,7153.783,3.673098,-1.1176
199.759,7154.463,3.6756,-1.11767
199.859,7155.757,3.678101,-1.11763
199.959,7155.188,3.680543,-1.11754
200.059,7155.757,3.683044,-1.11749
200.159,7156.587,3.685546,-1.11757
200.259,7157.144,3.688107,-1.11757
200.359,7157.037,3.690549,-1.11757
200.459,7157.82,3.69311,-1.11757
200.559,7157.688,3.695611,-1.1176
200.659,7158.237,3.698113,-1.11757
200.759,7158.477,3.700614,-1.11754
200.859,7160.309,3.703175,-1.11756
200.959,7160.095,3.705617,-1.11757
201.059,7160.129,3.708118,-1.11748
201.159,7161.036,3.710679,-1.11751
201.259,7160.885,3.713121,-1.11747
201.359,7161.112,3.715623,-1.11756
201.459,7161.776,3.718184,-1.11751
201.559,7162.602,3.720626,-1.11744
201.659,7162.359,3.723068,-1.11758
201.759,7163.041,3.725569,-1.11754
201.859,7163.936,3.728071,-1.1175
201.959,7163.606,3.730513,-1.11748
202.059,7163.993,3.733073,-1.11753
202.159,7165.361,3.735634,-1.1175
202.259,7165.033,3.738076,-1.11747
202.359,7165.488,3.740578,-1.11754
202.459,7166.312,3.743139,-1.11752
202.559,7166.72,3.745581,-1.11742
202.659,7167.027,3.748023,-1.11746
202.759,7168.554,3.750643,-1.11757
202.859,7168.388,3.753145,-1.11746
202.959,7168.891,3.755587,-1.11749
203.059,7169.446,3.758148,-1.11746
203.159,7169.611,3.760709,-1.11746
203.259,7170.07,3.763151,-1.11744
203.359,7170.535,3.765593,-1.11743
203.459,7170.995,3.768154,-1.11748
203.559,7171.181,3.770596,-1.11743
203.659,7171.181,3.773097,-1.11735
203.759,7172.441,3.775598,-1.11742
203.859,7172.304,3.7781,-1.11743
203.959,7172.76,3.780542,-1.11743
204.059,7173.245,3.783103,-1.11737
204.159,7174.162,3.785604,-1.11741
204.259,7174.222,3.788046,-1.11732
204.359,7175.228,3.790607,-1.11739
204.459,7175.811,3.793109,-1.11745
204.559,7175.533,3.795551,-1.11734
204.659,7176.558,3.798111,-1.1174
204.759,7177.21,3.800672,-1.11739
204.859,7177.408,3.803114,-1.11736
204.959,7177.224,3.805616,-1.11737
205.059,7177.625,3.808177,-1.11738
205.159,7178.295,3.810619,-1.11737
205.259,7177.956,3.813061,-1.11737
205.359,7179.357,3.815622,-1.11735
205.459,7179.829,3.818123,-1.1173
205.559,7179.574,3.820565,-1.11735
205.659,7179.89,3.823126,-1.1174
205.759,7180.46,3.825628,-1.11726
205.859,7180.091,3.828069,-1.11737
205.959,7181.088,3.830571,-1.11735
206.059,7182.015,3.833072,-1.11732
206.159,7182.427,3.835574,-1.11736
206.259,7182.922,3.838075,-1.11734
206.359,7183.458,3.840636,-1.11732
206.459,7184.365,3.843138,-1.11733
206.559,7184.328,3.84558,-1.1173
206.659,7185.435,3.848141,-1.11732
206.759,7185.477,3.850702,-1.11735
206.859,7185.307,3.853144,-1.11727
206.959,7186.375,3.855645,-1.11738
207.059,7187.155,3.858206,-1.11731
207.159,7187.275,3.860648,-1.11736
207.259,7187.667,3.86315,-1.11735
207.359,7188.517,3.865651,-1.11733
207.459,7188.23,3.868152,-1.11735
207.559,7188.043,3.870594,-1.11731
207.659,7188.965,3.873155,-1.11731
207.759,7189.026,3.875597,-1.11724
207.859,7189.386,3.878039,-1.11733
207.959,7190.773,3.8806,-1.11728
208.059,7191.179,3.883102,-1.11732
208.159,7190.964,3.885544,-1.11719
208.259,7191.703,3.888105,-1.11725
208.359,7192.641,3.890606,-1.11724
208.459,7192.369,3.893107,-1.11719
208.559,7192.688,3.895609,-1.11721
208.659,7194.191,3.89817,-1.11718
208.759,7194.204,3.900671,-1.11719
208.859,7194.289,3.903173,-1.1172
208.959,7194.94,3.905674,-1.11721
209.059,7195.159,3.908176,-1.11723
209.159,7195.133,3.910618,-1.11717
209.259,7195.723,3.913119,-1.11717
209.359,7196.204,3.91568,-1.11717
209.459,7196.374,3.918122,-1.11722
209.559,7196.437,3.920624,-1.11724
209.659,7197.662,3.923125,-1.11725
209.759,7197.724,3.925567,-1.11714
209.859,7199.095,3.928069,-1.11722
209.959,7199.78,3.93063,-1.11726
210.059,7199.865,3.933071,-1.1172
210.159,7200.454,3.935573,-1.11722
210.259,7201.046,3.938134,-1.11723
210.359,7201.071,3.940635,-1.11722
210.459,7201.445,3.943137,-1.11719
210.559,7202.431,3.945638,-1.11719
210.659,7202.844,3.948199,-1.11724
210.759,7202.67,3.950641,-1.11722
210.859,7203.299,3.953143,-1.11721
210.959,7204.02,3.955704,-1.11715
211.059,7203.746,3.958146,-1.11722
211.159,7203.987,3.960647,-1.11713
211.259,7205.441,3.963208,-1.11713
211.359,7205.536,3.96565,-1.11712
211.459,7205.74,3.968092,-1.11708
211.559,7206.653,3.970653,-1.11721
211.659,7206.943,3.973095,-1.11713
211.759,7206.877,3.975537,-1.11711
211.859,7207.926,3.978098,-1.11709
211.959,7208.095,3.980659,-1.11711
212.059,7208.153,3.983101,-1.11713
212.159,7208.506,3.985602,-1.11713
212.259,7209.383,3.988163,-1.11709
212.359,7209.375,3.990605,-1.11718
212.459,7209.677,3.993107,-1.11707
212.559,7211.222,3.995668,-1.11708
212.659,7211.227,3.998169,-1.11706
212.759,7211.593,4.000611,-1.11708
212.859,7212.168,4.003172,-1.11709
212.959,7211.996,4.005673,-1.11709
213.059,7212.096,4.008115,-1.11706
213.159,7213.256,4.010676,-1.11704
213.259,7213.688,4.013178,-1.11705
213.359,7213.279,4.01556,-1.11708
213.459,7214.508,4.018121,-1.11706
213.559,7214.418,4.020622,-1.11701
213.659,7214.876,4.023064,-1.11708
213.759,7215.413,4.025565,-1.11699
213.859,7215.986,4.028127,-1.1171
213.959,7216.267,4.030628,-1.11701
214.059,7216.326,4.03307,-1.11703
214.159,7217.731,4.035631,-1.117
214.259,7217.984,4.038133,-1.11699
214.359,7218.282,4.040575,-1.11699
214.459,7219.002,4.043136,-1.11705
214.559,7220.006,4.045697,-1.11699
214.659,7219.409,4.048138,-1.11698
214.759,7219.886,4.0507,-1.11698
214.859,7220.789,4.053201,-1.11698
214.959,7220.637,4.055643,-1.11698
215.059,7221.195,4.058145,-1.11702
215.159,7222.429,4.060646,-1.11691
215.259,7222.158,4.063148,-1.11693
215.359,7222.516,4.06559,-1.11698
215.459,7222.893,4.06815,-1.11693
215.559,7223.226,4.070592,-1.11686
215.659,7222.691,4.073034,-1.11689
215.759,7224.197,4.075595,-1.11687
215.859,7224.408,4.078096,-1.11688
215.959,7224.926,4.080538,-1.11702
216.059,7226.047,4.083099,-1.11691
216.159,7226.311,4.085601,-1.11697
216.259,7226.542,4.088102,-1.11689
