Points,Time [s],Disp [mm],Load [N]
1,0,-0.003066,0.03
2,0.005,-0.002793,0.04
3,0.01,-0.028542,0.03
4,0.015,-0.147979,-0.09
5,0.02,-0.343741,-0.28
6,0.025,-0.583996,-0.86
7,0.03,-0.842326,-1.7
8,0.035,-1.107849,-2.71
9,0.04,-1.358518,-3.76
10,0.045,-1.570066,-4.72
11,0.05,-1.726633,-5.4
12,0.055,-1.818739,-5.66
13,0.06,-1.842311,-5.44
14,0.065,-1.796094,-4.66
15,0.07,-1.684362,-3.54
16,0.075,-1.50589,-2.38
17,0.08,-1.244661,-1.3
18,0.085,-0.943295,-0.56
19,0.09,-0.645793,-0.07
20,0.095,-0.388897,0.25
1,0.1,-0.200356,0.27
2,0.105,-0.095334,0.08
3,0.11,-0.083173,0.05
4,0.115,-0.182518,0.04
5,0.12,-0.373431,-0.1
6,0.125,-0.605475,-0.54
7,0.13,-0.857632,-1.21
8,0.135,-1.122229,-2.05
9,0.14,-1.374209,-3.05
10,0.145,-1.579267,-4.07
11,0.15,-1.726011,-4.85
12,0.155,-1.812624,-5.25
13,0.16,-1.832756,-5.1
14,0.165,-1.787564,-4.41
15,0.17,-1.676766,-3.34
16,0.175,-1.498051,-2.21
17,0.18,-1.239222,-1.2
18,0.185,-0.937774,-0.47
19,0.19,-0.641179,-0.01
20,0.195,-0.385424,0.24
1,0.2,-0.195133,0.17
2,0.205,-0.088148,0.04
3,0.21,-0.085651,0.05
4,0.215,-0.1828,0.04
5,0.22,-0.376194,-0.06
6,0.225,-0.607395,-0.43
7,0.23,-0.860715,-1.08
8,0.235,-1.12752,-1.91
9,0.24,-1.375429,-2.89
10,0.245,-1.582107,-3.9
11,0.25,-1.727888,-4.69
12,0.255,-1.811652,-5.09
13,0.26,-1.83307,-4.99
14,0.265,-1.785257,-4.3
15,0.27,-1.67524,-3.25
16,0.275,-1.497194,-2.15
17,0.28,-1.23644,-1.11
18,0.285,-0.937029,-0.42
19,0.29,-0.639554,0.03
20,0.295,-0.38377,0.26
1,0.3,-0.1931,0.12
2,0.305,-0.083156,0.05
3,0.31,-0.087398,0.04
4,0.315,-0.183172,0.05
5,0.32,-0.375162,-0.03
6,0.325,-0.61,-0.41
7,0.33,-0.862489,-1.01
8,0.335,-1.129351,-1.84
9,0.34,-1.376605,-2.8
10,0.345,-1.582714,-3.79
11,0.35,-1.729633,-4.61
12,0.355,-1.811439,-5.01
13,0.36,-1.832742,-4.89
14,0.365,-1.785239,-4.24
15,0.37,-1.6741,-3.19
16,0.375,-1.497176,-2.09
17,0.38,-1.235719,-1.08
18,0.385,-0.935845,-0.38
19,0.39,-0.639144,0.05
20,0.395,-0.382111,0.26
1,0.4,-0.191425,0.12
2,0.405,-0.081467,0.04
3,0.41,-0.086436,0.03
4,0.415,-0.184257,0.05
5,0.42,-0.374955,0
6,0.425,-0.61117,-0.36
7,0.43,-0.86391,-0.98
8,0.435,-1.130149,-1.79
9,0.44,-1.378343,-2.75
10,0.445,-1.58321,-3.74
11,0.45,-1.730284,-4.55
12,0.455,-1.811872,-4.94
13,0.46,-1.832275,-4.85
14,0.465,-1.78532,-4.18
15,0.47,-1.673456,-3.15
16,0.475,-1.496115,-2.06
17,0.48,-1.235147,-1.06
18,0.485,-0.935328,-0.36
19,0.49,-0.638757,0.06
20,0.495,-0.381117,0.26
1,0.5,-0.189927,0.08
2,0.505,-0.080429,0.05
3,0.51,-0.085947,0.05
4,0.515,-0.184948,0.04
5,0.52,-0.374876,0.01
6,0.525,-0.611858,-0.32
7,0.53,-0.865416,-0.95
8,0.535,-1.130857,-1.74
9,0.54,-1.37904,-2.71
10,0.545,-1.583349,-3.68
11,0.55,-1.730507,-4.49
12,0.555,-1.812483,-4.91
13,0.56,-1.832121,-4.8
14,0.565,-1.785439,-4.15
15,0.57,-1.673372,-3.12
16,0.575,-1.495878,-2.03
17,0.58,-1.234526,-1.02
18,0.585,-0.934481,-0.36
19,0.59,-0.638376,0.08
20,0.595,-0.380665,0.25
1,0.6,-0.188607,0.1
2,0.605,-0.079547,0.04
3,0.61,-0.085525,0.04
4,0.615,-0.185737,0.04
5,0.62,-0.374807,0.01
6,0.625,-0.612262,-0.3
7,0.63,-0.866537,-0.92
8,0.635,-1.131259,-1.7
9,0.64,-1.379808,-2.66
10,0.645,-1.58392,-3.65
11,0.65,-1.731004,-4.46
12,0.655,-1.812741,-4.86
13,0.66,-1.831865,-4.77
14,0.665,-1.785316,-4.11
15,0.67,-1.673134,-3.08
16,0.675,-1.495092,-2.01
17,0.68,-1.234292,-1
18,0.685,-0.93429,-0.35
19,0.69,-0.638083,0.1
20,0.695,-0.380154,0.25
1,0.7,-0.187652,0.07
2,0.705,-0.078961,0.03
3,0.71,-0.08479,0.04
4,0.715,-0.1865,0.05
5,0.72,-0.37504,0.02
6,0.725,-0.612489,-0.3
7,0.73,-0.867469,-0.9
8,0.735,-1.132085,-1.68
9,0.74,-1.380537,-2.64
10,0.745,-1.584135,-3.61
11,0.75,-1.730968,-4.42
12,0.755,-1.813131,-4.83
13,0.76,-1.831687,-4.73
14,0.765,-1.785348,-4.08
15,0.77,-1.673007,-3.06
16,0.775,-1.495002,-1.98
17,0.78,-1.234413,-0.99
18,0.785,-0.933383,-0.31
19,0.79,-0.637429,0.11
20,0.795,-0.379733,0.25
1,0.8,-0.186716,0.05
2,0.805,-0.078395,0.04
3,0.81,-0.084528,0.04
4,0.815,-0.186744,0.04
5,0.82,-0.375057,0.01
6,0.825,-0.612789,-0.28
7,0.83,-0.868284,-0.88
8,0.835,-1.132412,-1.66
9,0.84,-1.381067,-2.6
10,0.845,-1.584738,-3.59
11,0.85,-1.731337,-4.39
12,0.855,-1.813246,-4.81
13,0.86,-1.831637,-4.7
14,0.865,-1.785317,-4.07
15,0.87,-1.672995,-3.04
16,0.875,-1.494343,-1.96
17,0.88,-1.233649,-0.98
18,0.885,-0.933409,-0.3
19,0.89,-0.637435,0.12
20,0.895,-0.379351,0.26
1,0.9,-0.18581,0.05
2,0.905,-0.078245,0.04
3,0.91,-0.084256,0.04
4,0.915,-0.187154,0.05
5,0.92,-0.374907,0.03
6,0.925,-0.612929,-0.27
7,0.93,-0.869147,-0.85
8,0.935,-1.132841,-1.65
9,0.94,-1.381633,-2.6
10,0.945,-1.585057,-3.56
11,0.95,-1.731447,-4.37
12,0.955,-1.813634,-4.77
13,0.96,-1.831557,-4.66
14,0.965,-1.785283,-4.04
15,0.97,-1.67285,-3.03
16,0.975,-1.49463,-1.94
17,0.98,-1.23354,-0.96
18,0.985,-0.932335,-0.29
19,0.99,-0.63699,0.12
20,0.995,-0.379213,0.25
1,1,-0.185131,0.04
2,1.005,-0.077661,0.03
3,1.01,-0.083574,0.05
4,1.015,-0.187628,0.04
5,1.02,-0.375196,0.03
6,1.025,-0.613126,-0.25
7,1.03,-0.869804,-0.84
8,1.035,-1.133282,-1.63
9,1.04,-1.382036,-2.57
10,1.045,-1.585273,-3.54
11,1.05,-1.731728,-4.33
12,1.055,-1.813935,-4.76
13,1.06,-1.831533,-4.66
14,1.065,-1.785318,-4.01
15,1.07,-1.672773,-3.01
16,1.075,-1.494162,-1.94
17,1.08,-1.233533,-0.94
18,1.085,-0.932246,-0.3
19,1.09,-0.636727,0.14
20,1.095,-0.379078,0.26
1,1.1,-0.184623,0.05
2,1.105,-0.076823,0.03
3,1.11,-0.083608,0.03
4,1.115,-0.187713,0.04
5,1.12,-0.375053,0.03
6,1.125,-0.613378,-0.24
7,1.13,-0.870473,-0.82
8,1.135,-1.13408,-1.6
9,1.14,-1.382465,-2.54
10,1.145,-1.585393,-3.51
11,1.15,-1.731919,-4.31
12,1.155,-1.813785,-4.74
13,1.16,-1.831359,-4.63
14,1.165,-1.785298,-4
15,1.17,-1.672621,-2.99
16,1.175,-1.493514,-1.91
17,1.18,-1.233227,-0.94
18,1.185,-0.932354,-0.28
19,1.19,-0.636532,0.14
20,1.195,-0.37863,0.25
1,1.2,-0.183963,0.04
2,1.205,-0.076644,0.04
3,1.21,-0.083559,0.03
4,1.215,-0.187838,0.03
5,1.22,-0.375007,0.03
6,1.225,-0.613417,-0.23
7,1.23,-0.870748,-0.82
8,1.235,-1.134075,-1.6
9,1.24,-1.382768,-2.53
10,1.245,-1.585942,-3.5
11,1.25,-1.732209,-4.29
12,1.255,-1.814087,-4.73
13,1.26,-1.831393,-4.62
14,1.265,-1.785273,-3.99
15,1.27,-1.672578,-2.97
16,1.275,-1.493465,-1.9
17,1.28,-1.233085,-0.94
18,1.285,-0.931965,-0.27
19,1.29,-0.636315,0.14
20,1.295,-0.378369,0.25
1,1.3,-0.183363,0.04
2,1.305,-0.076735,0.04
3,1.31,-0.083347,0.04
4,1.315,-0.188152,0.04
5,1.32,-0.375054,0.03
6,1.325,-0.613548,-0.21
7,1.33,-0.871511,-0.81
8,1.335,-1.134509,-1.58
9,1.34,-1.383172,-2.51
10,1.345,-1.585842,-3.48
11,1.35,-1.731984,-4.28
12,1.355,-1.814255,-4.7
13,1.36,-1.831365,-4.61
14,1.365,-1.785346,-3.98
15,1.37,-1.672492,-2.96
16,1.375,-1.493568,-1.89
17,1.38,-1.233193,-0.93
18,1.385,-0.931524,-0.26
19,1.39,-0.636008,0.15
20,1.395,-0.378313,0.25
1,1.4,-0.182773,0.03
2,1.405,-0.076184,0.04
3,1.41,-0.083007,0.03
4,1.415,-0.188588,0.04
5,1.42,-0.375283,0.03
6,1.425,-0.613561,-0.21
7,1.43,-0.872018,-0.8
8,1.435,-1.135047,-1.57
9,1.44,-1.383317,-2.5
10,1.445,-1.586159,-3.46
11,1.45,-1.732342,-4.27
12,1.455,-1.81439,-4.69
13,1.46,-1.831249,-4.59
14,1.465,-1.785215,-3.95
15,1.47,-1.672488,-2.95
16,1.475,-1.493336,-1.87
17,1.48,-1.23254,-0.92
18,1.485,-0.931492,-0.25
19,1.49,-0.636074,0.15
20,1.495,-0.377992,0.26
1,1.5,-0.182196,0.04
2,1.505,-0.076073,0.04
3,1.51,-0.082929,0.03
4,1.515,-0.188667,0.04
5,1.52,-0.375228,0.04
6,1.525,-0.613616,-0.21
7,1.53,-0.872274,-0.79
8,1.535,-1.1351,-1.56
9,1.54,-1.383476,-2.47
10,1.545,-1.586153,-3.45
11,1.55,-1.732426,-4.24
12,1.555,-1.81476,-4.66
13,1.56,-1.831415,-4.57
14,1.565,-1.785331,-3.93
15,1.57,-1.672503,-2.93
16,1.575,-1.492926,-1.86
17,1.58,-1.232786,-0.9
18,1.585,-0.931369,-0.25
19,1.59,-0.63566,0.16
20,1.595,-0.377794,0.25
1,1.6,-0.181906,0.04
2,1.605,-0.076001,0.04
3,1.61,-0.08283,0.05
4,1.615,-0.188882,0.03
5,1.62,-0.375281,0.03
6,1.625,-0.613586,-0.19
7,1.63,-0.872552,-0.78
8,1.635,-1.135391,-1.54
9,1.64,-1.383799,-2.47
10,1.645,-1.586522,-3.43
11,1.65,-1.732583,-4.23
12,1.655,-1.814786,-4.66
13,1.66,-1.831332,-4.55
14,1.665,-1.785246,-3.93
15,1.67,-1.672418,-2.93
16,1.675,-1.492722,-1.85
17,1.68,-1.232483,-0.9
18,1.685,-0.931264,-0.24
19,1.69,-0.635657,0.16
20,1.695,-0.377671,0.25
1,1.7,-0.181429,0.04
2,1.705,-0.075796,0.04
3,1.71,-0.082603,0.03
4,1.715,-0.188786,0.04
5,1.72,-0.375325,0.04
6,1.725,-0.613794,-0.19
7,1.73,-0.873053,-0.76
8,1.735,-1.135773,-1.54
9,1.74,-1.384306,-2.47
10,1.745,-1.586875,-3.43
11,1.75,-1.732491,-4.2
12,1.755,-1.814757,-4.64
13,1.76,-1.831334,-4.53
14,1.765,-1.785279,-3.91
15,1.77,-1.672341,-2.93
16,1.775,-1.492827,-1.85
17,1.78,-1.232306,-0.91
18,1.785,-0.930857,-0.23
19,1.79,-0.635592,0.17
20,1.795,-0.377471,0.25
1,1.8,-0.181046,0.03
2,1.805,-0.075716,0.04
3,1.81,-0.082413,0.04
4,1.815,-0.189064,0.04
5,1.82,-0.375323,0.03
6,1.825,-0.613718,-0.17
7,1.83,-0.87341,-0.73
8,1.835,-1.136332,-1.52
9,1.84,-1.384709,-2.44
10,1.845,-1.586686,-3.4
11,1.85,-1.732623,-4.19
12,1.855,-1.814997,-4.62
13,1.86,-1.8313,-4.53
14,1.865,-1.785262,-3.9
15,1.87,-1.672225,-2.91
16,1.875,-1.492359,-1.85
17,1.88,-1.2322,-0.9
18,1.885,-0.930872,-0.21
19,1.89,-0.635368,0.17
20,1.895,-0.377152,0.25
1,1.9,-0.180403,0.04
2,1.905,-0.075834,0.05
3,1.91,-0.082138,0.05
4,1.915,-0.18946,0.03
5,1.92,-0.375451,0.03
6,1.925,-0.613551,-0.18
7,1.93,-0.873607,-0.74
8,1.935,-1.136302,-1.5
9,1.94,-1.38496,-2.42
10,1.945,-1.586932,-3.4
11,1.95,-1.732526,-4.19
12,1.955,-1.815085,-4.62
13,1.96,-1.831331,-4.53
14,1.965,-1.785299,-3.9
15,1.97,-1.672229,-2.92
16,1.975,-1.492137,-1.84
17,1.98,-1.232261,-0.87
18,1.985,-0.930723,-0.23
19,1.99,-0.635264,0.18
20,1.995,-0.377109,0.23
1,2,-0.17977,0.03
2,2.005,-0.075886,0.04
3,2.01,-0.082274,0.05
4,2.015,-0.189375,0.03
5,2.02,-0.375461,0.03
6,2.025,-0.61364,-0.17
7,2.03,-0.874243,-0.74
8,2.035,-1.136503,-1.49
9,2.04,-1.384786,-2.42
10,2.045,-1.587091,-3.36
11,2.05,-1.733084,-4.18
12,2.055,-1.815562,-4.61
13,2.06,-1.83113,-4.51
14,2.065,-1.785174,-3.89
15,2.07,-1.672284,-2.89
16,2.075,-1.492342,-1.81
17,2.08,-1.231975,-0.86
18,2.085,-0.930361,-0.21
19,2.09,-0.635154,0.18
20,2.095,-0.377142,0.23
1,2.1,-0.179533,0.03
2,2.105,-0.0755,0.04
3,2.11,-0.081962,0.04
4,2.115,-0.189254,0.05
5,2.12,-0.375547,0.03
6,2.125,-0.613795,-0.16
7,2.13,-0.874396,-0.74
8,2.135,-1.136973,-1.48
9,2.14,-1.385178,-2.41
10,2.145,-1.587382,-3.37
11,2.15,-1.732832,-4.17
12,2.155,-1.815198,-4.6
13,2.16,-1.831244,-4.49
14,2.165,-1.785369,-3.87
15,2.17,-1.672131,-2.89
16,2.175,-1.492326,-1.81
17,2.18,-1.23204,-0.87
18,2.185,-0.930116,-0.22
19,2.19,-0.634826,0.19
20,2.195,-0.37692,0.25
1,2.2,-0.179238,0.05
2,2.205,-0.075548,0.03
3,2.21,-0.081981,0.04
4,2.215,-0.189339,0.04
5,2.22,-0.375644,0.04
6,2.225,-0.613782,-0.17
7,2.23,-0.87462,-0.73
8,2.235,-1.137,-1.48
9,2.24,-1.385021,-2.4
10,2.245,-1.587256,-3.36
11,2.25,-1.733065,-4.16
12,2.255,-1.815648,-4.59
13,2.26,-1.83135,-4.49
14,2.265,-1.785214,-3.87
15,2.27,-1.672254,-2.87
16,2.275,-1.492181,-1.81
17,2.28,-1.232167,-0.84
18,2.285,-0.930095,-0.21
19,2.29,-0.634686,0.19
20,2.295,-0.376596,0.23
1,2.3,-0.178696,0.03
2,2.305,-0.075582,0.05
3,2.31,-0.081964,0.03
4,2.315,-0.18955,0.04
5,2.32,-0.375637,0.04
6,2.325,-0.613642,-0.16
7,2.33,-0.874876,-0.73
8,2.335,-1.137198,-1.47
9,2.34,-1.38531,-2.39
10,2.345,-1.587778,-3.36
11,2.35,-1.733152,-4.15
12,2.355,-1.815451,-4.57
13,2.36,-1.831344,-4.49
14,2.365,-1.785228,-3.86
15,2.37,-1.672125,-2.87
16,2.375,-1.492093,-1.8
17,2.38,-1.232006,-0.86
18,2.385,-0.929933,-0.21
19,2.39,-0.634403,0.18
20,2.395,-0.376476,0.23
1,2.4,-0.178431,0.05
2,2.405,-0.075621,0.04
3,2.41,-0.081676,0.03
4,2.415,-0.189604,0.03
5,2.42,-0.375806,0.04
6,2.425,-0.613718,-0.14
7,2.43,-0.875336,-0.71
8,2.435,-1.137532,-1.46
9,2.44,-1.385419,-2.38
10,2.445,-1.587646,-3.34
11,2.45,-1.733076,-4.13
12,2.455,-1.815601,-4.55
13,2.46,-1.831359,-4.48
14,2.465,-1.785243,-3.86
15,2.47,-1.67215,-2.86
16,2.475,-1.491713,-1.8
17,2.48,-1.231426,-0.84
18,2.485,-0.930091,-0.2
19,2.49,-0.63475,0.19
20,2.495,-0.376439,0.23
1,2.5,-0.177742,0.04
2,2.505,-0.07562,0.04
3,2.51,-0.081952,0.03
4,2.515,-0.189596,0.04
5,2.52,-0.375802,0.03
6,2.525,-0.613557,-0.16
7,2.53,-0.87549,-0.71
8,2.535,-1.137725,-1.46
9,2.54,-1.385577,-2.38
10,2.545,-1.587733,-3.33
11,2.55,-1.733428,-4.13
12,2.555,-1.815941,-4.56
13,2.56,-1.831323,-4.44
14,2.565,-1.785268,-3.84
15,2.57,-1.672198,-2.84
16,2.575,-1.49167,-1.8
17,2.58,-1.231604,-0.84
18,2.585,-0.929747,-0.19
19,2.59,-0.634392,0.19
20,2.595,-0.37636,0.21
1,2.6,-0.177829,0.03
2,2.605,-0.07536,0.03
3,2.61,-0.081787,0.04
4,2.615,-0.189673,0.03
5,2.62,-0.375742,0.04
6,2.625,-0.613713,-0.14
7,2.63,-0.875622,-0.7
8,2.635,-1.137849,-1.46
9,2.64,-1.385827,-2.38
10,2.645,-1.588315,-3.33
11,2.65,-1.733639,-4.12
12,2.655,-1.815737,-4.56
13,2.66,-1.831198,-4.44
14,2.665,-1.785145,-3.82
15,2.67,-1.672082,-2.84
16,2.675,-1.491677,-1.79
17,2.68,-1.231319,-0.84
18,2.685,-0.929497,-0.19
19,2.69,-0.634358,0.21
20,2.695,-0.376186,0.21
1,2.7,-0.177502,0.04
2,2.705,-0.0755,0.03
3,2.71,-0.081673,0.05
4,2.715,-0.189659,0.03
5,2.72,-0.375909,0.05
6,2.725,-0.61377,-0.14
7,2.73,-0.875987,-0.7
8,2.735,-1.138294,-1.45
9,2.74,-1.385855,-2.36
10,2.745,-1.588195,-3.31
11,2.75,-1.73346,-4.13
12,2.755,-1.815911,-4.55
13,2.76,-1.831311,-4.44
14,2.765,-1.785081,-3.81
15,2.77,-1.67207,-2.84
16,2.775,-1.49186,-1.77
17,2.78,-1.231643,-0.82
18,2.785,-0.929341,-0.19
19,2.79,-0.633917,0.19
20,2.795,-0.375848,0.23
1,2.8,-0.177088,0.03
2,2.805,-0.075597,0.04
3,2.81,-0.081699,0.04
4,2.815,-0.189804,0.04
5,2.82,-0.375848,0.04
6,2.825,-0.613581,-0.14
7,2.83,-0.87622,-0.69
8,2.835,-1.138328,-1.45
9,2.84,-1.385853,-2.33
10,2.845,-1.588164,-3.31
11,2.85,-1.7336,-4.11
12,2.855,-1.816149,-4.53
13,2.86,-1.831351,-4.44
14,2.865,-1.785146,-3.81
15,2.87,-1.672137,-2.82
16,2.875,-1.491793,-1.77
17,2.88,-1.231275,-0.83
18,2.885,-0.929359,-0.19
19,2.89,-0.634006,0.21
20,2.895,-0.375906,0.21
1,2.9,-0.176824,0.04
2,2.905,-0.075172,0.03
3,2.91,-0.081761,0.03
4,2.915,-0.189848,0.03
5,2.92,-0.375905,0.03
6,2.925,-0.613692,-0.12
7,2.93,-0.876278,-0.68
8,2.935,-1.138797,-1.43
9,2.94,-1.386511,-2.33
10,2.945,-1.588277,-3.29
11,2.95,-1.733384,-4.09
12,2.955,-1.816007,-4.53
13,2.96,-1.831379,-4.43
14,2.965,-1.785079,-3.8
15,2.97,-1.671982,-2.83
16,2.975,-1.491531,-1.76
17,2.98,-1.231352,-0.83
18,2.985,-0.929228,-0.19
19,2.99,-0.6338,0.19
20,2.995,-0.375704,0.23
1,3,-0.176915,0.04
2,3.005,-0.075151,0.04
3,3.01,-0.08174,0.03
4,3.015,-0.189464,0.04
5,3.02,-0.375837,0.03
6,3.025,-0.613903,-0.13
7,3.03,-0.876498,-0.68
8,3.035,-1.138736,-1.44
9,3.04,-1.386186,-2.33
10,3.045,-1.588523,-3.29
11,3.05,-1.733902,-4.08
12,3.055,-1.815975,-4.53
13,3.06,-1.831249,-4.42
14,3.065,-1.785082,-3.8
15,3.07,-1.672063,-2.83
16,3.075,-1.491572,-1.76
17,3.08,-1.231097,-0.81
18,3.085,-0.929284,-0.18
19,3.09,-0.63384,0.19
20,3.095,-0.375537,0.23
1,3.1,-0.176211,0.04
2,3.105,-0.075175,0.03
3,3.11,-0.081788,0.03
4,3.115,-0.189819,0.03
5,3.12,-0.375775,0.05
6,3.125,-0.613817,-0.12
7,3.13,-0.876734,-0.69
8,3.135,-1.139207,-1.43
9,3.14,-1.386543,-2.32
10,3.145,-1.588484,-3.28
11,3.15,-1.733684,-4.07
12,3.155,-1.815968,-4.52
13,3.16,-1.831413,-4.4
14,3.165,-1.785045,-3.78
15,3.17,-1.671959,-2.82
16,3.175,-1.491724,-1.76
17,3.18,-1.230706,-0.81
18,3.185,-0.928895,-0.18
19,3.19,-0.633848,0.21
20,3.195,-0.375494,0.21
1,3.2,-0.175957,0.04
2,3.205,-0.075234,0.03
3,3.21,-0.081996,0.03
4,3.215,-0.189763,0.04
5,3.22,-0.375885,0.03
6,3.225,-0.613781,-0.12
7,3.23,-0.87687,-0.67
8,3.235,-1.139043,-1.41
9,3.24,-1.386381,-2.32
10,3.245,-1.588423,-3.28
11,3.25,-1.733892,-4.07
12,3.255,-1.816174,-4.51
13,3.26,-1.831434,-4.4
14,3.265,-1.785065,-3.8
15,3.27,-1.67203,-2.8
16,3.275,-1.491575,-1.76
17,3.28,-1.231149,-0.82
18,3.285,-0.929096,-0.18
19,3.29,-0.633574,0.19
20,3.295,-0.375235,0.19
1,3.3,-0.175658,0.03
2,3.305,-0.075253,0.04
3,3.31,-0.081679,0.03
4,3.315,-0.189856,0.04
5,3.32,-0.376034,0.04
6,3.325,-0.613617,-0.11
7,3.33,-0.877111,-0.67
8,3.335,-1.139228,-1.41
9,3.34,-1.386355,-2.31
10,3.345,-1.588638,-3.28
11,3.35,-1.73401,-4.07
12,3.355,-1.816361,-4.51
13,3.36,-1.831564,-4.4
14,3.365,-1.785118,-3.79
15,3.37,-1.672008,-2.8
16,3.375,-1.491568,-1.76
17,3.38,-1.230511,-0.81
18,3.385,-0.92907,-0.17
19,3.39,-0.633785,0.21
20,3.395,-0.37518,0.19
1,3.4,-0.175353,0.03
2,3.405,-0.075258,0.03
3,3.41,-0.081834,0.04
4,3.415,-0.189829,0.03
5,3.42,-0.375822,0.03
6,3.425,-0.613682,-0.11
7,3.43,-0.877283,-0.68
8,3.435,-1.139369,-1.41
9,3.44,-1.386636,-2.3
10,3.445,-1.588826,-3.27
11,3.45,-1.733997,-4.06
12,3.455,-1.816141,-4.5
13,3.46,-1.831324,-4.39
14,3.465,-1.78518,-3.78
15,3.47,-1.672004,-2.79
16,3.475,-1.491141,-1.74
17,3.48,-1.230959,-0.81
18,3.485,-0.929067,-0.16
19,3.49,-0.633513,0.21
20,3.495,-0.374906,0.19
1,3.5,-0.175135,0.05
2,3.505,-0.075578,0.04
3,3.51,-0.081749,0.03
4,3.515,-0.18988,0.04
5,3.52,-0.37613,0.04
6,3.525,-0.613483,-0.1
7,3.53,-0.877429,-0.66
8,3.535,-1.139626,-1.4
9,3.54,-1.386734,-2.31
10,3.545,-1.58889,-3.27
11,3.55,-1.733881,-4.07
12,3.555,-1.81624,-4.48
13,3.56,-1.831433,-4.39
14,3.565,-1.784988,-3.77
15,3.57,-1.672048,-2.8
16,3.575,-1.491121,-1.74
17,3.58,-1.230964,-0.8
18,3.585,-0.929009,-0.17
19,3.59,-0.633303,0.23
20,3.595,-0.374882,0.21
1,3.6,-0.174826,0.04
2,3.605,-0.07542,0.04
3,3.61,-0.08164,0.03
4,3.615,-0.190054,0.05
5,3.62,-0.376218,0.04
6,3.625,-0.613454,-0.1
7,3.63,-0.877556,-0.67
8,3.635,-1.139718,-1.41
9,3.64,-1.38681,-2.29
10,3.645,-1.588871,-3.25
11,3.65,-1.734063,-4.06
12,3.655,-1.816456,-4.46
13,3.66,-1.831376,-4.39
14,3.665,-1.784985,-3.77
15,3.67,-1.672015,-2.79
16,3.675,-1.49154,-1.74
17,3.68,-1.230733,-0.79
18,3.685,-0.928622,-0.17
19,3.69,-0.633166,0.23
20,3.695,-0.37487,0.18
1,3.7,-0.174519,0.04
2,3.705,-0.075392,0.03
3,3.71,-0.081654,0.05
4,3.715,-0.189923,0.03
5,3.72,-0.376216,0.04
6,3.725,-0.613573,-0.11
7,3.73,-0.877892,-0.65
8,3.735,-1.139977,-1.4
9,3.74,-1.386859,-2.29
10,3.745,-1.588886,-3.25
11,3.75,-1.73391,-4.04
12,3.755,-1.816621,-4.48
13,3.76,-1.83148,-4.39
14,3.765,-1.785008,-3.75
15,3.77,-1.672047,-2.78
16,3.775,-1.491617,-1.74
17,3.78,-1.230536,-0.79
18,3.785,-0.92846,-0.16
19,3.79,-0.633131,0.23
20,3.795,-0.374833,0.19
1,3.8,-0.174514,0.04
2,3.805,-0.075248,0.03
3,3.81,-0.081678,0.05
4,3.815,-0.190026,0.04
5,3.82,-0.376256,0.04
6,3.825,-0.613447,-0.1
7,3.83,-0.877788,-0.65
8,3.835,-1.140248,-1.39
9,3.84,-1.386834,-2.29
10,3.845,-1.588868,-3.24
11,3.85,-1.734323,-4.05
12,3.855,-1.816488,-4.48
13,3.86,-1.831399,-4.37
14,3.865,-1.785001,-3.76
15,3.87,-1.672024,-2.77
16,3.875,-1.490686,-1.72
17,3.88,-1.230634,-0.8
18,3.885,-0.929039,-0.16
19,3.89,-0.633247,0.23
20,3.895,-0.374436,0.18
1,3.9,-0.173994,0.04
2,3.905,-0.075474,0.04
3,3.91,-0.081887,0.04
4,3.915,-0.19007,0.04
5,3.92,-0.376211,0.03
6,3.925,-0.613464,-0.1
7,3.93,-0.878083,-0.63
8,3.935,-1.140448,-1.39
9,3.94,-1.387157,-2.27
10,3.945,-1.58912,-3.24
11,3.95,-1.734081,-4.04
12,3.955,-1.816441,-4.45
13,3.96,-1.831377,-4.37
14,3.965,-1.78491,-3.76
15,3.97,-1.671996,-2.77
16,3.975,-1.491054,-1.73
17,3.98,-1.230532,-0.78
18,3.985,-0.928652,-0.16
19,3.99,-0.632965,0.21
20,3.995,-0.374526,0.18
1,4,-0.173952,0.05
2,4.005,-0.075349,0.04
3,4.01,-0.082,0.03
4,4.015,-0.189905,0.05
5,4.02,-0.376124,0.03
6,4.025,-0.613406,-0.1
7,4.03,-0.878161,-0.62
8,4.035,-1.140654,-1.37
9,4.04,-1.387134,-2.28
10,4.045,-1.589101,-3.21
11,4.05,-1.734177,-4.02
12,4.055,-1.816645,-4.44
13,4.06,-1.83163,-4.35
14,4.065,-1.785,-3.74
15,4.07,-1.671923,-2.77
16,4.075,-1.490883,-1.72
17,4.08,-1.230586,-0.79
18,4.085,-0.928621,-0.14
19,4.09,-0.632962,0.23
20,4.095,-0.374419,0.19
1,4.1,-0.17374,0.05
2,4.105,-0.075153,0.04
3,4.11,-0.082069,0.05
4,4.115,-0.189985,0.03
5,4.12,-0.376104,0.04
6,4.125,-0.613412,-0.08
7,4.13,-0.878209,-0.62
8,4.135,-1.140648,-1.37
9,4.14,-1.387323,-2.27
10,4.145,-1.589425,-3.21
11,4.15,-1.734267,-4.01
12,4.155,-1.816475,-4.44
13,4.16,-1.831444,-4.35
14,4.165,-1.784853,-3.74
15,4.17,-1.671856,-2.75
16,4.175,-1.49096,-1.72
